Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0056,TXN006264,PNG01,TAS,Tasmania Operations,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0056,PO-ESG-2010,76164.99,waste_kg_reduced,62.79,49.15,78.3,468.38,23.8,45,46711.36,-0.76,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0057,TXN006265,AUS01,IT,Information Technology,Sustainable packaging,6010,Direct Materials,Energy Australia,BOB-ESG-0057,PO-ESG-1666,76514.25,audit_evidence_count,448.95,501.03,111.6,376.5,16.2,92,8899.09,-0.49,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0058,TXN006266,FJI01,WA,Western Australia Operations,Compliance assurance,5320,Audit Fees,Green Freight,BOB-ESG-0058,PO-ESG-7156,92229.62,waste_kg_reduced,694.67,677.89,97.6,189.1,67.2,77,3788.1,-0.62,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0059,TXN006267,AUS01,FIN,Finance & Accounting,Renewable sourcing premium,6000,Cost of Goods Sold,Origin Energy,BOB-ESG-0059,PO-ESG-1832,24413.34,renewable_kwh,190.04,208.85,109.9,76.44,78.1,71,37112.92,-0.3,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0060,TXN006268,PNG01,FIN,Finance & Accounting,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0060,PO-ESG-7477,61844.73,supplier_score,936.76,1139.59,121.7,251.62,12.6,66,-3302.9,0.39,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0061,TXN006269,PNG01,ACT,Australian Capital Territory,Supplier ESG premium,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0061,PO-ESG-2424,64676.82,audit_evidence_count,750.76,700.29,93.3,264.48,82.6,45,-29172.88,-0.15,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0062,TXN006270,PNG01,R&D,Research & Development,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0062,PO-ESG-5288,61995.46,supplier_score,316.68,266.45,84.1,203.96,63.5,86,70070.85,0.16,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0063,TXN006271,NZL01,QLD,Queensland Operations,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0063,PO-ESG-9781,50888.52,waste_kg_reduced,252.37,263.74,104.5,476.43,36.2,52,-36385.93,0.05,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0064,TXN006272,NZL01,R&D,Research & Development,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0064,PO-ESG-4104,44609.23,audit_evidence_count,505.71,487.31,96.4,368.71,73.3,99,46480.93,-0.58,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0065,TXN006273,NZL01,OPS,Operations & Logistics,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0065,PO-ESG-2285,38073.32,waste_kg_reduced,875.62,1018.77,116.3,299.86,69.7,74,-18539.47,0.04,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0066,TXN006274,PNG01,NT,Northern Territory Operations,Compliance assurance,5320,Audit Fees,Bureau Veritas,BOB-ESG-0066,PO-ESG-5786,50302.62,tCO2e avoided,795.72,714.94,89.8,71.7,19.6,47,73280.55,-0.34,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0067,TXN006275,FJI01,IT,Information Technology,Energy usage,5110,Utilities,Energy Australia,BOB-ESG-0067,PO-ESG-7811,77473.32,renewable_kwh,588.54,420.59,71.5,337.82,78.2,71,54316.48,-0.09,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0068,TXN006276,NZL01,OPS,Operations & Logistics,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0068,PO-ESG-4953,24841.76,tCO2e avoided,874.93,682.67,78.0,488.65,37.9,82,67103.34,-0.28,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0069,TXN006277,PNG01,VIC,Victoria Operations,Supplier ESG premium,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0069,PO-ESG-2982,84699.09,audit_evidence_count,752.76,531.88,70.7,425.47,81.3,57,31626.4,0.37,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0070,TXN006278,AUS01,R&D,Research & Development,Waste reduction,5600,Telecommunications,Carbon Neutral Pty Ltd,BOB-ESG-0070,PO-ESG-3734,113419.89,tCO2e avoided,108.46,105.92,97.7,42.24,23.6,98,-16178.78,-0.09,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0071,TXN006279,NZL01,OPS,Operations & Logistics,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0071,PO-ESG-1085,22802.18,tCO2e avoided,539.09,392.21,72.8,188.42,92.4,63,31646.17,-0.44,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0072,TXN006280,NZL01,NSW,New South Wales Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0072,PO-ESG-4137,20090.07,supplier_score,192.56,141.79,73.6,386.27,6.0,91,-36571.27,-0.64,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0073,TXN006281,NZL01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,Origin Energy,BOB-ESG-0073,PO-ESG-6903,105832.2,renewable_kwh,327.82,271.11,82.7,87.14,50.9,95,-40694.59,0.23,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0074,TXN006282,PNG01,HR,Human Resources,Carbon offsets,5300,Professional Services,Bureau Veritas,BOB-ESG-0074,PO-ESG-8109,78249.05,supplier_score,90.45,102.39,113.2,407.28,97.3,71,78262.31,-0.68,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0075,TXN006283,PNG01,MKT,Marketing & Sales,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0075,PO-ESG-3584,60903.27,renewable_kwh,180.46,136.8,75.8,525.03,52.6,86,-13283.48,0.27,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0076,TXN006284,AUS01,OPS,Operations & Logistics,Carbon offsets,5300,Professional Services,Climate Active Advisor,BOB-ESG-0076,PO-ESG-3043,104976.36,audit_evidence_count,788.07,853.82,108.3,207.17,58.7,72,1892.4,0.14,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0077,TXN006285,AUS01,MKT,Marketing & Sales,Energy usage,5110,Utilities,Green Freight,BOB-ESG-0077,PO-ESG-8774,102728.98,supplier_score,211.0,262.24,124.3,255.89,51.6,63,-20283.67,0.38,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0078,TXN006286,FJI01,NSW,New South Wales Operations,Carbon offsets,5300,Professional Services,Energy Australia,BOB-ESG-0078,PO-ESG-5338,42782.44,audit_evidence_count,913.86,919.32,100.6,276.06,9.8,68,26366.61,-0.64,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0079,TXN006287,PNG01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0079,PO-ESG-7490,24985.24,waste_kg_reduced,766.64,742.13,96.8,245.32,92.5,92,-28472.1,-0.09,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0080,TXN006288,AUS01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0080,PO-ESG-8701,32314.81,renewable_kwh,568.44,517.99,91.1,503.08,83.2,93,-3945.04,-0.16,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0081,TXN006289,NZL01,WA,Western Australia Operations,Carbon offsets,5300,Professional Services,Carbon Neutral Pty Ltd,BOB-ESG-0081,PO-ESG-7707,20124.12,tCO2e avoided,457.24,415.41,90.9,356.98,78.3,79,15580.1,0.19,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0082,TXN006290,AUS01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0082,PO-ESG-5054,10950.02,audit_evidence_count,775.64,741.54,95.6,62.3,18.3,48,63394.94,0.29,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0083,TXN006291,AUS01,NT,Northern Territory Operations,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0083,PO-ESG-2253,40493.82,tCO2e avoided,223.52,278.2,124.5,81.5,12.1,92,-47288.8,0.31,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0084,TXN006292,FJI01,WA,Western Australia Operations,Fleet emissions,5400,Travel,Energy Australia,BOB-ESG-0084,PO-ESG-6197,89812.47,renewable_kwh,534.1,625.55,117.1,454.85,67.7,99,-44676.05,-0.48,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0085,TXN006293,FJI01,ACT,Australian Capital Territory,Sustainable packaging,6010,Direct Materials,Green Freight,BOB-ESG-0085,PO-ESG-6926,61003.17,tCO2e avoided,76.97,62.09,80.7,495.75,67.9,98,26154.62,0.2,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0086,TXN006294,AUS01,VIC,Victoria Operations,Sustainable packaging,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0086,PO-ESG-8801,62014.93,waste_kg_reduced,936.98,1164.35,124.3,321.57,17.5,92,-21477.6,0.22,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0087,TXN006295,FJI01,HR,Human Resources,Sustainable packaging,6010,Direct Materials,Bureau Veritas,BOB-ESG-0087,PO-ESG-1855,39101.95,supplier_score,260.0,318.98,122.7,277.82,51.6,99,-21833.73,-0.3,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0088,TXN006296,NZL01,VIC,Victoria Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0088,PO-ESG-2045,84205.08,audit_evidence_count,923.81,702.37,76.0,497.78,68.5,46,-43634.45,-0.47,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0089,TXN006297,FJI01,ACT,Australian Capital Territory,Energy usage,5110,Utilities,EcoVadis,BOB-ESG-0089,PO-ESG-1439,79663.14,waste_kg_reduced,507.66,553.39,109.0,87.38,3.2,79,-49016.2,-0.7,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0090,TXN006298,NZL01,R&D,Research & Development,Supplier ESG premium,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0090,PO-ESG-3606,59272.98,renewable_kwh,975.29,799.01,81.9,39.51,7.5,97,76925.94,-0.61,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0091,TXN006299,PNG01,FIN,Finance & Accounting,Sustainable packaging,6010,Direct Materials,EcoVadis,BOB-ESG-0091,PO-ESG-5626,14050.53,supplier_score,86.77,81.53,94.0,156.43,69.3,49,75637.13,-0.75,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0092,TXN006300,PNG01,VIC,Victoria Operations,Sustainable packaging,6010,Direct Materials,Energy Australia,BOB-ESG-0092,PO-ESG-1538,58317.13,waste_kg_reduced,59.85,39.89,66.6,271.71,14.7,62,-36983.08,-0.23,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0093,TXN006301,AUS01,ACT,Australian Capital Territory,Fleet emissions,5400,Travel,Carbon Neutral Pty Ltd,BOB-ESG-0093,PO-ESG-2830,81510.85,audit_evidence_count,400.81,332.7,83.0,265.7,82.8,46,69010.44,0.4,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0094,TXN006302,FJI01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,Climate Active Advisor,BOB-ESG-0094,PO-ESG-8274,41886.09,tCO2e avoided,655.78,616.16,94.0,55.84,74.6,56,-46810.13,-0.09,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0095,TXN006303,FJI01,CORP,Corporate Head Office,Supplier ESG premium,6010,Direct Materials,Bureau Veritas,BOB-ESG-0095,PO-ESG-1271,17470.87,tCO2e avoided,176.04,138.16,78.5,317.49,98.4,93,39818.19,-0.12,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0096,TXN006304,AUS01,QLD,Queensland Operations,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0096,PO-ESG-2222,11467.07,audit_evidence_count,870.04,852.22,98.0,212.16,67.9,87,1283.52,0.33,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0097,TXN006305,AUS01,TAS,Tasmania Operations,Waste reduction,5600,Telecommunications,Sustainable Packaging Co,BOB-ESG-0097,PO-ESG-2023,86801.81,waste_kg_reduced,971.45,739.02,76.1,347.81,3.9,77,-25907.99,-0.71,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0098,TXN006306,NZL01,CORP,Corporate Head Office,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0098,PO-ESG-8996,108673.03,supplier_score,361.83,364.32,100.7,59.97,1.8,53,81091.52,-0.45,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0099,TXN006307,NZL01,CORP,Corporate Head Office,Fleet emissions,5400,Travel,Sustainable Packaging Co,BOB-ESG-0099,PO-ESG-1233,116629.0,renewable_kwh,254.78,290.98,114.2,541.44,64.7,46,-3566.68,-0.15,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0100,TXN006308,AUS01,WA,Western Australia Operations,Sustainable packaging,6010,Direct Materials,Bureau Veritas,BOB-ESG-0100,PO-ESG-5564,104073.23,renewable_kwh,270.91,326.82,120.6,291.91,78.2,51,-20714.91,0.38,No,None,Partial,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0101,TXN006309,PNG01,WA,Western Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0101,PO-ESG-6702,63379.06,waste_kg_reduced,679.18,677.91,99.8,464.35,77.3,72,38117.85,-0.76,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0102,TXN006310,NZL01,CORP,Corporate Head Office,Waste reduction,5600,Telecommunications,Sustainable Packaging Co,BOB-ESG-0102,PO-ESG-6010,109018.39,renewable_kwh,530.82,551.95,104.0,387.06,91.4,98,-19387.68,-0.78,No,None,Partial,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0103,TXN006311,FJI01,IT,Information Technology,Sustainable packaging,6010,Direct Materials,EcoVadis,BOB-ESG-0103,PO-ESG-6394,22375.55,audit_evidence_count,261.49,320.61,122.6,514.32,98.6,96,-7987.2,-0.08,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0104,TXN006312,NZL01,IT,Information Technology,Energy usage,5110,Utilities,Sustainable Packaging Co,BOB-ESG-0104,PO-ESG-3110,41962.17,audit_evidence_count,555.91,648.99,116.7,167.71,11.8,86,-30502.9,0.35,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0105,TXN006313,NZL01,TAS,Tasmania Operations,Compliance assurance,5320,Audit Fees,Carbon Neutral Pty Ltd,BOB-ESG-0105,PO-ESG-7570,11763.54,tCO2e avoided,871.57,917.56,105.3,74.79,20.8,67,-31946.8,-0.71,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0106,TXN006314,AUS01,ACT,Australian Capital Territory,Renewable sourcing premium,6000,Cost of Goods Sold,Energy Australia,BOB-ESG-0106,PO-ESG-3286,99884.23,waste_kg_reduced,662.44,608.93,91.9,366.04,22.7,67,77230.56,0.12,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0107,TXN006315,AUS01,OPS,Operations & Logistics,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0107,PO-ESG-2142,49954.8,tCO2e avoided,416.21,303.71,73.0,196.68,32.0,96,67980.51,-0.77,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0108,TXN006316,NZL01,VIC,Victoria Operations,Carbon offsets,5300,Professional Services,Climate Active Advisor,BOB-ESG-0108,PO-ESG-8746,108874.17,audit_evidence_count,921.71,633.09,68.7,50.62,93.6,49,9551.83,-0.49,No,None,Complete,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0109,TXN006317,PNG01,FIN,Finance & Accounting,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0109,PO-ESG-6565,42066.19,supplier_score,695.87,738.17,106.1,355.72,74.0,52,14361.08,-0.64,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0110,TXN006318,AUS01,NT,Northern Territory Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0110,PO-ESG-6222,64260.99,tCO2e avoided,232.8,277.03,119.0,523.88,27.4,96,60987.58,-0.38,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
